WorkOrderId,ProjectId,Status,Severity,SystemArea,HoursOpen,OpenedDate
2632,403,Open,Low,Comms,65,2026-05-21
2633,188,Blocked,Medium,Hull,39,2025-11-05
2634,489,Closed,Critical,Hydraulics,40,2026-04-22
2635,422,Open,Low,Power,81,2026-01-19
2636,852,Closed,Low,Hull,95,2025-06-26
2637,798,Open,Low,Hull,104,2025-11-30
2638,847,Closed,Medium,Power,78,2026-05-13
2639,210,Open,Medium,Software,117,2025-09-24
2640,1006,Closed,Low,Power,2,2025-07-13
2641,870,Blocked,Low,Hull,11,2026-03-22
2642,717,Open,Low,Avionics,116,2026-04-30
2643,338,Open,High,Hydraulics,94,2025-08-24
2644,392,Closed,Low,Avionics,1,2026-02-18
2645,521,In Progress,Low,Hull,22,2025-09-08
2646,1143,In Progress,Critical,Comms,18,2025-07-16
2647,232,Open,Medium,Software,51,2025-07-14
2648,164,Blocked,High,Hydraulics,48,2026-02-02
2649,76,Closed,Critical,Hull,80,2025-07-04
2650,928,In Progress,High,Avionics,120,2025-11-23
2651,127,Blocked,Low,Avionics,36,2025-11-16
2652,553,Blocked,Medium,Hull,2,2026-02-17
2653,975,Closed,Medium,Hydraulics,32,2025-09-10
2654,1093,Open,Critical,Comms,46,2025-11-28
2655,1186,In Progress,High,Software,91,2026-06-14
2656,660,Closed,High,Power,85,2026-05-23
2657,964,In Progress,Critical,Hull,90,2025-07-26
2658,1032,In Progress,Medium,Avionics,44,2025-09-05
2659,644,Closed,Critical,Software,61,2026-04-25
2660,1095,Closed,Medium,Hull,56,2025-09-16
2661,33,Blocked,Critical,Comms,81,2026-01-26
2662,205,Blocked,Low,Software,28,2026-06-10
2663,559,Blocked,Low,Avionics,99,2025-09-13
2664,575,Open,Medium,Hydraulics,44,2026-06-15
2665,889,In Progress,Low,Software,46,2025-10-30
2666,1130,Closed,Critical,Hull,92,2025-08-15
2667,31,In Progress,Critical,Power,40,2025-12-13
2668,959,Open,Critical,Hull,42,2026-05-19
2669,168,Open,Medium,Avionics,12,2026-04-03
2670,1025,In Progress,High,Hull,22,2025-08-31
2671,281,Blocked,Critical,Comms,37,2025-11-04
2672,213,In Progress,Low,Power,45,2026-04-05
2673,1193,Open,High,Software,45,2026-03-13
2674,480,Closed,High,Power,31,2025-08-21
2675,689,Blocked,Medium,Comms,32,2025-11-25
2676,964,Blocked,Critical,Avionics,106,2026-02-03
2677,916,Blocked,Critical,Power,59,2026-04-06
2678,458,Blocked,Critical,Software,104,2025-11-16
2679,723,Blocked,Medium,Avionics,22,2025-11-11
2680,350,Blocked,High,Hull,59,2026-05-11
2681,106,Closed,Low,Power,99,2026-01-04
2682,348,Closed,Medium,Software,97,2025-11-15
2683,359,Closed,High,Power,113,2025-12-27
2684,332,Closed,Medium,Hull,33,2026-03-16
2685,1198,In Progress,Low,Avionics,105,2026-06-01
2686,459,Blocked,High,Avionics,57,2026-05-18
2687,2,Blocked,Low,Avionics,44,2025-07-01
2688,1169,In Progress,Low,Power,19,2025-07-05
2689,850,Closed,High,Power,29,2025-10-26
2690,1113,Open,High,Comms,26,2026-01-06
2691,988,In Progress,Critical,Power,21,2026-02-12
2692,583,Open,Critical,Power,17,2026-05-19
2693,890,Open,Medium,Power,8,2026-02-27
2694,1047,In Progress,High,Avionics,51,2025-09-03
2695,504,Blocked,Medium,Hull,10,2025-07-29
2696,142,Closed,Critical,Hydraulics,58,2025-12-05
2697,295,Closed,Medium,Power,78,2025-10-30
2698,387,Open,Medium,Power,14,2026-05-08
2699,136,Open,Critical,Hull,7,2026-05-16
2700,503,In Progress,Medium,Avionics,65,2026-04-24
2701,766,Blocked,High,Avionics,68,2025-09-23
2702,618,Closed,Medium,Comms,103,2026-02-21
2703,881,In Progress,Low,Comms,3,2026-06-12
2704,408,In Progress,Low,Hull,117,2026-03-16
2705,1134,In Progress,Low,Comms,117,2026-06-06
2706,137,In Progress,Low,Hull,63,2025-11-29
2707,847,Closed,Critical,Hull,59,2025-07-25
2708,492,Blocked,Critical,Hull,49,2026-02-04
2709,638,Blocked,High,Power,43,2026-06-02
2710,120,Blocked,Medium,Software,15,2025-11-29
2711,678,In Progress,High,Power,99,2026-06-04
2712,228,Open,Low,Hydraulics,49,2026-03-04
2713,419,Blocked,High,Hydraulics,31,2025-09-24
2714,101,In Progress,Medium,Comms,32,2026-05-21
2715,387,In Progress,Low,Power,87,2026-05-18
2716,144,Blocked,High,Power,96,2026-04-04
2717,59,Open,Critical,Hydraulics,49,2026-05-04
2718,513,Closed,Low,Hydraulics,103,2026-06-09
2719,866,Closed,Low,Hull,37,2026-05-01
2720,218,Open,High,Comms,106,2025-07-28
2721,609,Closed,High,Hull,21,2026-02-16
2722,220,Blocked,Critical,Software,32,2026-04-20
2723,523,Closed,Medium,Comms,113,2026-06-10
2724,1186,In Progress,Critical,Avionics,23,2026-04-19
2725,1195,Open,High,Hull,73,2026-05-31
2726,671,In Progress,Critical,Power,22,2025-09-23
2727,69,In Progress,Medium,Comms,103,2025-11-12
2728,740,Closed,Medium,Hull,99,2026-05-07
2729,229,Blocked,Medium,Software,24,2026-02-12
2730,1100,Open,High,Software,86,2025-10-19
2731,615,Open,High,Hull,87,2025-07-27
2732,684,Blocked,Low,Power,108,2025-07-21
2733,807,Blocked,High,Hull,33,2025-06-18
2734,659,In Progress,Medium,Software,1,2026-04-17
2735,62,Open,High,Power,22,2026-05-18
2736,621,Closed,Medium,Hull,69,2025-11-15
2737,749,Blocked,High,Hull,114,2025-08-07
2738,20,Closed,Low,Hull,77,2025-11-08
2739,710,Open,Low,Comms,39,2025-11-20
2740,770,Open,Critical,Comms,120,2026-01-04
2741,468,Closed,Critical,Hydraulics,98,2025-10-01
2742,704,In Progress,Low,Software,90,2026-03-30
2743,58,Blocked,Low,Comms,10,2026-02-15
2744,946,Open,Critical,Comms,64,2025-09-10
2745,495,Closed,High,Avionics,87,2026-05-01
2746,509,Closed,Low,Avionics,29,2026-02-22
2747,611,Closed,Low,Software,80,2025-09-05
2748,262,Closed,Low,Power,45,2026-05-22
2749,986,In Progress,High,Hull,45,2025-12-15
2750,592,In Progress,Medium,Hydraulics,98,2025-11-22
2751,1151,Closed,Critical,Comms,116,2026-01-23
2752,1029,Open,High,Power,88,2026-05-07
2753,107,Closed,Critical,Software,120,2026-01-28
2754,1041,Blocked,Low,Power,96,2025-07-03
2755,959,Blocked,Low,Power,107,2026-02-13
2756,852,Open,Critical,Hull,54,2025-09-25
2757,1147,Open,High,Software,31,2026-05-19
2758,862,Closed,Medium,Power,53,2026-04-04
2759,29,Blocked,High,Power,16,2025-09-10
2760,847,Open,Low,Hydraulics,27,2026-04-05
2761,685,In Progress,Critical,Hydraulics,17,2025-07-24
2762,535,Open,High,Software,20,2025-11-20
2763,765,Closed,Critical,Avionics,76,2025-08-23
2764,264,In Progress,Low,Comms,91,2025-11-20
2765,880,Blocked,Critical,Software,108,2025-09-23
2766,795,Blocked,Critical,Software,62,2026-04-21
2767,1170,In Progress,Critical,Avionics,74,2026-01-27
2768,871,Open,Medium,Power,21,2025-07-26
2769,1014,Blocked,Low,Comms,27,2026-02-08
2770,797,In Progress,Medium,Power,105,2025-07-22
2771,1154,Closed,Low,Power,18,2025-11-04
2772,482,Open,Low,Hydraulics,62,2025-08-14
2773,577,Open,Critical,Avionics,63,2025-12-22
2774,800,Open,Medium,Software,12,2025-11-11
2775,1169,In Progress,Critical,Hull,88,2026-03-04
2776,35,Blocked,High,Hydraulics,104,2025-12-30
2777,796,Closed,Low,Hydraulics,23,2025-07-08
2778,395,Closed,Low,Hydraulics,45,2025-10-31
2779,855,In Progress,Critical,Comms,95,2025-08-31
2780,723,Closed,Critical,Power,51,2025-07-18
2781,593,Blocked,Medium,Avionics,1,2025-10-26
2782,611,Open,Low,Hydraulics,110,2026-02-01
2783,327,In Progress,Critical,Avionics,28,2025-07-15
2784,262,In Progress,High,Comms,57,2026-06-09
2785,624,In Progress,Critical,Comms,102,2025-10-21
2786,666,In Progress,Medium,Power,108,2025-07-28
2787,847,Open,Low,Software,66,2025-07-26
2788,310,In Progress,Low,Software,1,2025-11-26
2789,880,Closed,High,Hydraulics,85,2025-06-18
2790,138,In Progress,High,Comms,86,2025-12-11
2791,132,Open,Low,Comms,120,2025-09-30
2792,336,Closed,Low,Hull,102,2025-08-24
2793,62,Closed,Medium,Hull,50,2025-10-06
2794,806,Closed,Medium,Comms,93,2026-06-08
2795,623,In Progress,Critical,Software,10,2026-01-13
2796,505,Closed,Medium,Power,75,2025-08-25
2797,1056,Blocked,High,Avionics,25,2025-08-18
2798,412,Open,Critical,Comms,23,2025-08-20
2799,570,In Progress,Low,Hull,47,2026-03-24
2800,448,In Progress,High,Comms,96,2026-05-07
2801,221,In Progress,Medium,Comms,33,2026-03-16
2802,703,Closed,Medium,Comms,43,2025-12-10
2803,850,Open,Critical,Software,81,2025-11-02
2804,702,In Progress,Low,Avionics,48,2026-01-25
2805,825,Open,Critical,Hull,102,2026-06-06
2806,138,Closed,Medium,Power,20,2025-11-12
2807,582,Open,High,Software,46,2025-08-14
2808,328,In Progress,Medium,Avionics,117,2025-08-18
2809,152,Open,High,Power,76,2025-12-24
2810,957,Closed,Critical,Hull,35,2025-10-19
2811,1177,In Progress,Low,Hull,93,2026-05-28
2812,174,Blocked,Critical,Hull,53,2026-06-13
2813,710,In Progress,Medium,Hydraulics,91,2026-05-23
2814,793,Blocked,Low,Comms,35,2025-09-24
2815,1155,In Progress,Low,Software,40,2025-08-27
2816,1151,Blocked,High,Hydraulics,86,2025-09-03
2817,525,Closed,High,Hull,107,2026-03-01
2818,839,Open,Critical,Comms,113,2025-10-09
2819,487,Blocked,Critical,Comms,44,2026-02-20
2820,34,Open,Low,Comms,48,2025-12-14
2821,710,Closed,Critical,Software,25,2025-06-22
2822,291,Blocked,Medium,Software,97,2025-11-27
2823,386,Open,Critical,Avionics,75,2025-11-27
2824,584,In Progress,Low,Comms,59,2025-06-27
2825,63,Closed,Critical,Avionics,72,2025-11-28
2826,671,Closed,Medium,Avionics,91,2026-01-25
2827,1088,Open,Critical,Hull,18,2025-08-11
2828,2,Open,Medium,Hydraulics,119,2026-02-01
2829,440,Open,Low,Hydraulics,2,2025-07-25
2830,1184,Closed,Critical,Hull,55,2025-12-11
2831,451,In Progress,Critical,Avionics,26,2025-11-12
2832,909,Blocked,Medium,Power,65,2025-11-24
2833,459,Blocked,Critical,Hull,62,2026-01-18
2834,2,Open,Critical,Software,81,2026-04-08
2835,6,Closed,High,Comms,110,2025-07-07
2836,668,Blocked,Critical,Hydraulics,76,2025-08-01
2837,836,Closed,Critical,Avionics,41,2026-05-10
2838,534,Closed,Critical,Hydraulics,77,2026-03-14
2839,500,Closed,Low,Power,93,2025-09-20
2840,12,Blocked,High,Hull,115,2025-10-15
2841,1126,In Progress,Critical,Comms,85,2025-07-18
2842,103,Closed,High,Software,16,2025-06-30
2843,120,Blocked,Medium,Hydraulics,13,2025-10-10
2844,280,Closed,Medium,Hull,17,2025-10-16
2845,648,Closed,High,Software,115,2025-07-15
2846,100,Blocked,Low,Software,7,2026-05-10
2847,627,Open,Low,Power,50,2026-02-13
2848,251,Closed,High,Comms,2,2025-09-30
2849,84,Open,Low,Software,86,2025-10-29
2850,114,Closed,Low,Hydraulics,67,2025-08-03
2851,1038,Blocked,High,Hull,57,2026-06-01
2852,475,Closed,High,Power,32,2025-09-11
2853,824,Open,Medium,Software,78,2026-01-02
2854,566,In Progress,Low,Avionics,74,2025-06-19
2855,1088,Closed,High,Hull,9,2026-06-03
2856,1073,In Progress,Medium,Avionics,26,2026-04-21
2857,28,Blocked,High,Hydraulics,120,2025-07-18
2858,1110,In Progress,High,Power,81,2025-11-28
2859,139,Open,Low,Software,84,2026-05-08
2860,86,Blocked,Medium,Software,39,2026-02-09
2861,30,In Progress,High,Comms,74,2025-11-02
2862,579,In Progress,Low,Power,73,2026-01-24
2863,919,In Progress,Low,Hydraulics,32,2025-07-29
2864,1143,Closed,Critical,Hull,50,2025-10-06
2865,882,Closed,Low,Hydraulics,108,2025-09-02
2866,1073,Open,High,Hydraulics,100,2025-09-14
2867,635,In Progress,Low,Software,79,2026-02-23
2868,964,Closed,Medium,Power,38,2025-10-22
2869,399,Open,Low,Software,26,2025-08-21
2870,835,In Progress,Medium,Comms,97,2025-07-22
2871,1165,Closed,Medium,Comms,2,2025-10-26
2872,370,Closed,Critical,Hydraulics,66,2026-01-26
2873,342,Closed,Low,Avionics,45,2025-09-25
2874,633,Blocked,Low,Avionics,29,2026-05-26
2875,458,Open,Low,Hull,66,2025-07-26
2876,850,Blocked,Low,Hull,107,2026-02-21
2877,920,Closed,Critical,Hull,10,2025-10-04
2878,280,Open,Medium,Hydraulics,8,2025-07-14
2879,320,Blocked,Critical,Hull,35,2026-05-04
2880,69,In Progress,High,Hydraulics,87,2025-09-08
2881,27,Closed,Medium,Avionics,49,2025-12-07
2882,897,Closed,Critical,Avionics,77,2026-05-09
2883,348,Closed,High,Comms,119,2025-12-22
2884,359,Blocked,Critical,Power,97,2025-06-19
2885,954,In Progress,Low,Hull,37,2026-01-28
2886,1181,Closed,Critical,Power,90,2025-08-29
2887,745,Blocked,Low,Power,30,2025-07-13
2888,927,In Progress,High,Power,57,2025-12-13
2889,616,In Progress,High,Power,18,2025-07-12
2890,859,Open,Low,Software,47,2026-01-28
2891,214,Open,Low,Power,95,2025-12-11
2892,887,In Progress,Critical,Hydraulics,70,2026-01-12
2893,706,Blocked,Low,Hull,55,2025-12-09
2894,588,Closed,Critical,Avionics,84,2025-07-24
2895,755,Closed,Low,Software,2,2026-06-01
2896,1116,In Progress,Medium,Avionics,111,2026-05-12
2897,1194,Blocked,Medium,Hull,42,2025-07-24
2898,124,Closed,Medium,Power,66,2026-01-15
2899,878,In Progress,Low,Comms,39,2025-07-23
2900,705,In Progress,Critical,Comms,31,2026-01-15
2901,424,In Progress,Medium,Power,80,2026-02-24
2902,737,Blocked,Medium,Power,58,2025-10-26
2903,110,Open,High,Power,111,2025-12-28
2904,691,In Progress,Critical,Hull,25,2025-08-25
2905,1097,In Progress,Low,Hydraulics,35,2025-12-11
2906,298,Open,Critical,Hull,15,2025-09-02
2907,1076,In Progress,Critical,Comms,119,2026-01-03
2908,1048,Closed,Critical,Comms,33,2026-05-31
2909,986,In Progress,Critical,Hydraulics,81,2025-12-04
2910,962,In Progress,Low,Comms,72,2026-01-20
2911,706,Closed,High,Software,97,2025-11-19
2912,910,Closed,Medium,Software,13,2025-07-15
2913,1169,Open,Medium,Software,20,2026-04-30
2914,367,Open,High,Comms,23,2025-07-05
2915,457,Open,Medium,Hull,24,2025-09-18
2916,714,Blocked,Medium,Comms,13,2026-05-09
2917,1028,Blocked,High,Power,48,2025-12-23
2918,570,In Progress,Low,Power,69,2025-07-12
2919,1086,Open,Medium,Power,99,2026-04-15
2920,8,In Progress,Low,Power,52,2025-10-08
2921,461,In Progress,Low,Hydraulics,65,2025-08-07
2922,309,Closed,Critical,Hydraulics,42,2025-12-04
2923,621,Blocked,Low,Hull,75,2025-08-18
2924,1120,Blocked,Critical,Hull,13,2025-08-27
2925,874,In Progress,Critical,Avionics,25,2026-05-06
2926,303,Open,High,Software,54,2026-04-13
2927,354,Blocked,Critical,Hull,38,2026-01-23
2928,431,Closed,High,Hull,7,2025-11-30
2929,1073,In Progress,Medium,Avionics,74,2025-06-23
2930,349,Closed,High,Hydraulics,67,2025-10-08
2931,593,Closed,Critical,Comms,28,2026-05-25
2932,805,Open,Medium,Hull,26,2025-09-25
2933,500,Blocked,Low,Hull,6,2025-10-19
2934,212,In Progress,Critical,Comms,51,2025-09-11
2935,312,In Progress,Low,Hydraulics,90,2026-02-13
2936,830,Open,High,Software,106,2025-11-01
2937,582,Blocked,Critical,Software,11,2025-06-17
2938,185,In Progress,Critical,Power,110,2025-10-25
2939,456,In Progress,Low,Avionics,8,2026-03-08
2940,201,Closed,Critical,Hydraulics,99,2026-02-18
2941,769,In Progress,Critical,Hydraulics,68,2026-01-27
2942,562,Blocked,High,Power,10,2025-12-20
2943,595,Blocked,Low,Hull,79,2026-04-19
2944,775,In Progress,Medium,Software,46,2025-12-08
2945,156,Open,Low,Software,40,2025-09-02
2946,1080,Open,Critical,Avionics,49,2025-06-27
2947,850,Open,Low,Hydraulics,111,2025-12-13
2948,798,Blocked,Low,Hull,76,2026-04-13
2949,37,Closed,Low,Power,79,2025-09-12
2950,688,Open,Medium,Comms,49,2026-06-15
2951,275,Blocked,High,Avionics,4,2026-04-07
2952,853,Closed,Critical,Software,70,2025-11-30
2953,590,Closed,High,Hydraulics,109,2025-08-16
2954,303,Closed,Low,Power,8,2026-03-29
2955,364,In Progress,High,Hydraulics,100,2025-09-06
2956,1075,Blocked,Medium,Power,96,2025-11-19
2957,521,Closed,Low,Avionics,103,2026-04-25
2958,139,Closed,Low,Hydraulics,79,2025-07-08
2959,1057,Open,High,Hydraulics,32,2026-04-16
2960,53,Open,High,Hull,56,2025-08-09
2961,911,Blocked,Low,Software,44,2026-02-08
2962,480,In Progress,Medium,Avionics,64,2026-05-08
2963,166,Closed,High,Software,98,2025-10-16
2964,649,Blocked,High,Comms,104,2025-07-04
2965,136,In Progress,Medium,Power,97,2025-12-03
2966,1186,In Progress,Medium,Avionics,106,2025-10-25
2967,369,Blocked,Low,Comms,24,2025-10-14
2968,98,In Progress,High,Avionics,109,2025-08-07
2969,903,Open,Critical,Avionics,105,2025-11-16
2970,324,Closed,Critical,Hydraulics,43,2026-04-13
2971,94,Open,High,Hull,95,2026-05-15
2972,467,Blocked,Medium,Comms,118,2025-09-19
2973,130,Blocked,Medium,Hydraulics,7,2025-08-31
2974,506,Blocked,Medium,Avionics,95,2026-06-04
2975,345,Blocked,Critical,Software,51,2026-04-10
2976,312,In Progress,Medium,Software,37,2025-10-20
2977,606,In Progress,Low,Hull,83,2025-09-01
2978,805,Blocked,High,Hydraulics,77,2026-06-01
2979,1197,In Progress,High,Comms,72,2025-12-04
2980,730,In Progress,Low,Hydraulics,4,2025-08-25
2981,1071,Blocked,Critical,Avionics,37,2025-10-06
2982,1140,In Progress,Critical,Hydraulics,76,2025-10-29
2983,96,Open,High,Power,8,2025-08-27
2984,558,Open,Critical,Power,75,2026-02-12
2985,57,Open,High,Software,17,2026-04-08
2986,433,Closed,Critical,Hydraulics,14,2026-01-17
2987,122,Closed,Low,Power,37,2025-10-03
2988,527,In Progress,Critical,Software,14,2025-11-17
2989,147,Open,Critical,Hull,33,2026-02-03
2990,21,In Progress,Low,Comms,33,2026-04-13
2991,731,Blocked,Critical,Software,51,2026-03-04
2992,675,In Progress,Critical,Hull,38,2026-01-25
2993,570,Closed,Critical,Hull,1,2026-01-30
2994,907,In Progress,Medium,Hull,49,2025-12-01
2995,119,Closed,High,Power,14,2025-12-04
2996,304,Open,Low,Software,1,2026-05-05
2997,396,In Progress,Critical,Software,82,2026-02-27
2998,316,In Progress,High,Software,87,2025-07-19
2999,1200,Open,High,Power,28,2026-02-10
3000,1190,Blocked,Medium,Avionics,52,2025-09-13
3001,38,Closed,Medium,Software,100,2026-05-17
3002,673,Closed,Critical,Power,17,2025-11-05
3003,882,Blocked,Critical,Software,120,2025-07-20
3004,106,Open,Medium,Hull,26,2025-07-12
3005,820,Open,Critical,Hull,41,2026-01-27
3006,307,Open,High,Hydraulics,44,2025-07-19
3007,500,Closed,Critical,Power,21,2025-08-29
3008,1056,In Progress,Medium,Avionics,27,2025-10-29
3009,733,Blocked,Medium,Hydraulics,95,2025-10-08
3010,814,Blocked,Low,Hydraulics,24,2025-07-05
3011,1145,In Progress,Critical,Power,91,2026-02-05
3012,62,Open,Low,Power,80,2026-03-21
3013,1002,Closed,High,Power,35,2026-02-26
3014,1003,Closed,Medium,Hull,5,2026-05-20
3015,565,Closed,Low,Hull,69,2026-05-06
3016,139,Blocked,High,Hull,111,2025-08-19
3017,689,Closed,Critical,Hydraulics,79,2025-07-01
3018,789,Open,Low,Comms,26,2025-11-14
3019,514,Blocked,Low,Hull,27,2025-12-31
3020,823,Open,Low,Software,111,2026-02-07
3021,42,Open,High,Comms,87,2026-02-12
3022,1018,Closed,High,Software,82,2025-08-17
3023,570,Open,Medium,Hull,110,2025-12-24
3024,331,Closed,Low,Comms,59,2025-08-30
3025,140,Open,Critical,Hull,41,2026-04-23
3026,1037,In Progress,Critical,Hydraulics,53,2026-01-25
3027,507,Open,High,Avionics,5,2026-01-27
3028,541,Closed,High,Software,118,2025-12-30
3029,860,Open,Critical,Hydraulics,50,2026-01-20
3030,672,In Progress,Critical,Software,107,2026-05-20
3031,137,Open,Medium,Hydraulics,109,2025-10-04
3032,1005,In Progress,High,Power,74,2026-05-02
3033,1193,Closed,Low,Avionics,82,2026-01-08
3034,1086,Open,High,Comms,90,2025-08-17
3035,713,Blocked,High,Hydraulics,60,2025-10-14
3036,465,Blocked,Low,Hydraulics,59,2026-02-05
3037,853,Open,Medium,Software,42,2025-09-26
3038,755,Closed,Critical,Avionics,64,2025-12-11
3039,253,Blocked,Critical,Power,71,2025-08-20
3040,196,Blocked,High,Avionics,1,2025-09-23
3041,122,Open,High,Hull,48,2025-11-26
3042,841,In Progress,Low,Hydraulics,100,2025-10-24
3043,252,Closed,Low,Power,100,2025-10-28
3044,83,Closed,Critical,Hydraulics,75,2025-07-24
3045,842,In Progress,Medium,Comms,72,2025-12-21
3046,1031,Blocked,High,Hydraulics,59,2026-03-27
3047,423,Blocked,High,Software,92,2025-12-21
3048,995,Blocked,Medium,Avionics,103,2026-05-06
3049,984,Closed,Medium,Hull,81,2026-02-17
3050,659,Closed,High,Comms,47,2026-06-15
3051,1042,In Progress,Critical,Comms,62,2025-08-29
3052,138,Blocked,Low,Hydraulics,76,2025-08-24
3053,293,Open,High,Hull,89,2025-12-13
3054,1015,Open,Critical,Software,42,2025-11-18
3055,400,Open,Critical,Comms,14,2026-03-25
3056,974,In Progress,High,Comms,3,2025-07-08
3057,527,In Progress,Low,Power,49,2025-07-16
3058,121,Blocked,Low,Avionics,26,2025-06-18
3059,204,Closed,Critical,Hull,60,2025-08-17
3060,722,Closed,Medium,Avionics,57,2026-02-01
3061,227,Closed,Medium,Software,91,2025-09-14
3062,960,Closed,Low,Hull,28,2026-02-07
3063,668,Closed,Low,Power,23,2026-05-23
3064,940,Open,Medium,Comms,38,2026-06-04
3065,432,Closed,Low,Comms,53,2025-12-13
3066,946,In Progress,Critical,Hydraulics,109,2026-03-30
3067,898,In Progress,Low,Comms,45,2026-02-05
3068,639,Open,Medium,Hull,82,2026-02-20
3069,476,Blocked,Low,Software,40,2025-09-20
3070,863,Closed,High,Hydraulics,43,2025-07-13
3071,858,Blocked,Low,Hull,104,2025-09-29
3072,958,Open,Medium,Comms,27,2025-12-20
3073,893,Closed,Low,Comms,117,2026-04-13
3074,221,Blocked,High,Avionics,85,2025-10-17
3075,379,Open,Critical,Hydraulics,33,2026-02-18
3076,61,In Progress,Critical,Avionics,111,2026-03-20
3077,277,Open,Medium,Comms,56,2026-03-19
3078,787,Closed,Critical,Hull,42,2025-11-29
3079,587,Blocked,Low,Hydraulics,95,2026-01-08
3080,367,In Progress,High,Comms,84,2025-12-26
3081,234,Blocked,Critical,Hydraulics,43,2026-02-01
3082,459,Closed,Medium,Avionics,60,2026-01-28
3083,1127,Blocked,Low,Software,114,2026-05-06
3084,139,Open,Medium,Power,58,2026-06-06
3085,460,Open,Medium,Hydraulics,49,2026-01-08
3086,909,Blocked,Critical,Power,43,2025-08-02
3087,763,Closed,Medium,Avionics,41,2025-08-11
3088,245,Closed,Low,Avionics,95,2026-04-29
3089,713,Closed,High,Avionics,47,2025-09-03
3090,321,Open,High,Software,52,2026-01-30
3091,1089,Blocked,Critical,Power,12,2025-08-26
3092,260,Blocked,Medium,Comms,76,2025-10-19
3093,1194,In Progress,Critical,Power,72,2025-09-15
3094,814,Closed,Medium,Hydraulics,41,2026-03-19
3095,883,Open,Low,Hull,83,2025-08-19
3096,384,Blocked,High,Avionics,47,2025-07-10
3097,179,Closed,Critical,Comms,47,2025-07-10
3098,155,Closed,Medium,Software,33,2025-08-27
3099,686,Open,Medium,Hydraulics,59,2026-06-11
3100,406,Blocked,High,Power,68,2026-04-01
3101,41,Closed,Low,Hull,89,2025-11-17
3102,327,In Progress,Low,Power,54,2026-04-23
3103,183,Blocked,Critical,Comms,49,2026-05-26
3104,158,In Progress,High,Comms,103,2025-11-21
3105,884,In Progress,High,Hydraulics,104,2025-12-28
3106,290,Blocked,Medium,Hull,6,2026-01-12
3107,1045,Open,Low,Avionics,35,2026-01-09
3108,1082,In Progress,Low,Software,93,2026-03-04
3109,907,Blocked,Low,Avionics,100,2026-06-10
3110,1138,In Progress,High,Hull,99,2026-06-06
3111,619,In Progress,Low,Hull,66,2025-09-18
3112,226,In Progress,Critical,Avionics,94,2025-07-24
3113,30,Blocked,Low,Software,70,2025-10-25
3114,25,Open,High,Software,16,2026-03-28
3115,549,In Progress,Low,Hydraulics,37,2025-11-15
3116,52,Open,High,Software,108,2025-07-25
3117,231,Blocked,Low,Hull,91,2026-01-02
3118,454,Closed,High,Software,76,2026-02-14
3119,78,Open,Medium,Hydraulics,9,2025-07-15
3120,200,Closed,Critical,Software,39,2026-04-05
3121,857,In Progress,Low,Comms,10,2026-04-12
3122,330,Closed,High,Hull,107,2025-08-15
3123,865,In Progress,High,Software,15,2026-05-07
3124,306,In Progress,High,Hull,100,2026-03-05
3125,326,Closed,Low,Power,80,2025-09-01
3126,1043,Blocked,High,Software,10,2025-10-18
3127,353,Open,Critical,Software,20,2025-10-27
3128,1,In Progress,Medium,Avionics,93,2025-08-21
3129,532,Blocked,Critical,Hull,88,2026-04-26
3130,725,Open,Critical,Hull,51,2025-11-16
3131,726,Open,Critical,Hydraulics,3,2025-12-20
3132,585,Open,High,Power,31,2025-08-05
3133,1027,Blocked,Critical,Comms,13,2025-08-11
3134,815,Blocked,High,Avionics,68,2025-10-24
3135,790,Blocked,Medium,Hydraulics,102,2025-09-19
3136,267,In Progress,Medium,Avionics,61,2025-09-20
3137,303,Closed,High,Hull,33,2025-08-02
3138,193,Closed,Medium,Avionics,115,2025-08-15
3139,446,Blocked,High,Hull,33,2026-04-11
3140,657,Open,Critical,Software,96,2026-02-01
3141,28,In Progress,High,Software,32,2025-11-14
3142,640,In Progress,Low,Power,35,2026-06-16
3143,572,Closed,Medium,Software,68,2025-08-02
3144,723,In Progress,Low,Avionics,56,2025-10-02
3145,785,Closed,High,Software,26,2025-10-11
3146,365,Closed,High,Hydraulics,59,2026-05-14
3147,893,In Progress,Medium,Hydraulics,54,2025-07-25
3148,1104,Open,Medium,Hydraulics,61,2026-02-07
3149,698,Blocked,Medium,Avionics,69,2025-09-22
3150,422,Blocked,High,Comms,61,2025-08-01
3151,1149,In Progress,Low,Hydraulics,115,2026-01-28
3152,1053,Open,Low,Hull,64,2025-12-12
3153,166,Closed,Low,Hydraulics,73,2026-04-27
3154,607,Open,High,Hydraulics,96,2025-12-14
3155,792,Blocked,High,Hull,29,2025-12-16
3156,748,Blocked,Medium,Avionics,113,2025-06-28
3157,578,Open,Medium,Avionics,96,2026-04-15
3158,445,In Progress,Medium,Comms,90,2025-07-15
3159,254,Closed,Critical,Hull,110,2025-08-01
3160,1174,Closed,Low,Hull,82,2025-10-23
3161,997,Closed,High,Hull,83,2026-01-24
3162,279,Open,Low,Avionics,85,2025-08-31
3163,126,Open,High,Software,30,2025-11-18
3164,1044,In Progress,High,Comms,60,2025-10-03
3165,1143,Closed,Medium,Avionics,102,2025-08-27
3166,174,Closed,Critical,Comms,61,2025-08-19
3167,709,In Progress,Medium,Comms,120,2026-02-22
3168,579,In Progress,Medium,Power,28,2025-08-25
